Date,Number_of_game,Day_of_week,Visiting_team,Visiting_team_league,Visiting_team_game_number,Home_team,Home_team_league,Home_team_game_number,Visiting_team_score,Home_team_score,Length_of_game_in_outs,Day_night,Completion_information,Forfeit_information,Protest_information,Park_ID,Attendance,Time_of_game_in_minutes,Visiting_line_scores,Home_line_scores
8/18/18,0,Sat,COL,NL,123,ATL,NL,122,5,3,60,N,,,,ATL03,42143,211,0000000032,0020000100
8/18/18,0,Sat,SFN,NL,124,CIN,NL,123,1,7,51,N,,,,CIN09,23878,155,000000010,00032110x
8/18/18,0,Sat,NYN,NL,122,PHI,NL,123,3,1,54,D,,,,PHI13,35158,151,000100200,000000100
8/18/18,0,Sat,CHN,NL,122,PIT,NL,124,1,3,51,N,,,,PIT08,35100,160,001000000,03000000x
8/18/18,0,Sat,ARI,NL,124,SDN,NL,126,6,7,53,N,,,,SAN02,24440,174,201020100,000330001
8/18/18,0,Sat,MIL,NL,125,SLN,NL,124,2,7,51,N,,,,STL10,46040,174,010000010,01300201x
8/18/18,0,Sat,MIA,NL,125,WAS,NL,124,7,5,60,N,,,,WAS11,30900,217,0100120012,0020002010
8/18/18,0,Sat,TBA,AL,123,BOS,AL,124,2,5,51,N,,,,BOS07,36654,148,000002000,40100000x
8/18/18,0,Sat,KCA,AL,123,CHA,AL,122,3,1,54,N,,,,CHI12,19018,186,000002001,010000000
8/18/18,0,Sat,BAL,AL,123,CLE,AL,122,4,2,54,D,,,,CLE08,35007,137,003000010,000002000
8/18/18,0,Sat,DET,AL,124,MIN,AL,122,7,5,54,N,,,,MIN04,31904,209,003030010,111000020
8/18/18,0,Sat,TOR,AL,123,NYA,AL,123,6,11,51,D,,,,NYC21,44778,209,000005001,21311003x
8/18/18,0,Sat,HOU,AL,123,OAK,AL,123,1,7,51,D,,,,OAK01,32204,153,000000001,20000302x
8/18/18,0,Sat,LAN,NL,124,SEA,AL,124,4,5,58,N,,,,SEA03,43264,216,1000000210,4000000001
8/18/18,0,Sat,ANA,AL,125,TEX,AL,125,11,7,54,N,,,,ARL02,24768,208,012300500,110400100
8/19/18,0,Sun,COL,NL,124,ATL,NL,123,4,2,54,D,,,,ATL03,33942,161,012000001,100001000
8/19/18,0,Sun,SFN,NL,125,CIN,NL,124,4,11,51,D,,,,CIN09,22756,170,010000210,00700220x
8/19/18,0,Sun,NYN,NL,123,PHI,NL,124,8,2,54,N,,,,WIL02,2429,191,040201010,000002000
8/19/18,0,Sun,CHN,NL,123,PIT,NL,125,1,2,65,D,,,,PIT08,24283,221,01000000000,00000100001
8/19/18,0,Sun,ARI,NL,125,SDN,NL,127,4,3,54,D,,,,SAN02,22346,189,011000011,200001000
8/19/18,0,Sun,MIL,NL,126,SLN,NL,125,2,1,54,D,,,,STL10,45334,174,002000000,000000010
8/19/18,0,Sun,MIA,NL,126,WAS,NL,125,12,1,54,D,,,,WAS11,31435,160,003052110,001000000
8/19/18,0,Sun,TBA,AL,124,BOS,AL,125,2,0,54,D,,,,BOS07,37242,167,010000001,000000000
8/19/18,0,Sun,KCA,AL,124,CHA,AL,123,6,7,51,D,,,,CHI12,22033,191,060000000,00061000x
8/19/18,0,Sun,BAL,AL,124,CLE,AL,123,0,8,51,D,,,,CLE08,30555,176,000000000,11060000x
8/19/18,0,Sun,DET,AL,125,MIN,AL,123,4,5,51,D,,,,MIN04,27917,196,010003000,00220001x
8/19/18,0,Sun,TOR,AL,124,NYA,AL,124,2,10,51,D,,,,NYC21,43176,198,100001000,60000400x
8/19/18,0,Sun,HOU,AL,124,OAK,AL,124,9,4,54,D,,,,OAK01,29143,187,004110210,202000000
8/19/18,0,Sun,LAN,NL,125,SEA,AL,125,12,1,54,D,,,,SEA03,45419,192,500111103,000100000
8/19/18,0,Sun,ANA,AL,126,TEX,AL,126,2,4,51,D,,,,ARL02,26681,155,000200000,10000030x
8/20/18,0,Mon,SLN,NL,126,LAN,NL,126,5,3,54,N,,,,LOS03,42402,250,100020002,000020100
8/20/18,0,Mon,CIN,NL,125,MIL,NL,127,2,5,51,N,,,,MIL06,27590,158,020000000,00001202x
8/20/18,0,Mon,SFN,NL,126,NYN,NL,124,2,1,78,N,,,,NYC20,24811,260,0000001000001,1000000000000
8/20/18,0,Mon,ATL,NL,124,PIT,NL,126,1,0,54,N,,,,PIT08,16445,190,100000000,000000000
8/20/18,0,Mon,CLE,AL,124,BOS,AL,126,5,4,54,N,,,,BOS07,37274,181,000012200,210000001
8/20/18,0,Mon,CHA,AL,124,MIN,AL,124,8,5,54,N,,,,MIN04,23431,204,040100210,010200002
8/20/18,0,Mon,TEX,AL,127,OAK,AL,125,0,9,51,N,,,,OAK01,9341,168,000000000,03100311x
8/20/18,0,Mon,HOU,AL,125,SEA,AL,126,4,7,51,N,,,,SEA03,27072,185,103000000,20010103x
8/20/18,0,Mon,KCA,AL,125,TBA,AL,125,0,1,51,N,,,,STP01,10036,169,000000000,01000000x
8/20/18,0,Mon,BAL,AL,125,TOR,AL,125,3,5,51,N,,,,TOR02,25031,154,001002000,00014000x
8/21/18,0,Tue,ANA,AL,127,ARI,NL,126,4,5,51,N,,,,PHO01,30420,174,002000200,202000001
8/21/18,0,Tue,SDN,NL,128,COL,NL,125,4,3,54,N,,,,DEN02,27862,154,210001000,002010000
8/21/18,0,Tue,SLN,NL,127,LAN,NL,127,5,2,54,N,,,,LOS03,43923,205,003000200,010000100
8/21/18,0,Tue,NYA,AL,125,MIA,NL,127,2,1,72,N,,,,MIA02,26275,254,000100000001,000010000000
8/21/18,0,Tue,CIN,NL,126,MIL,NL,128,9,7,54,N,,,,MIL06,29467,202,003400002,401000020
8/21/18,0,Tue,SFN,NL,127,NYN,NL,125,3,6,51,N,,,,NYC20,24999,144,200000001,00000024x
8/21/18,0,Tue,ATL,NL,125,PIT,NL,127,6,1,54,N,,,,PIT08,13280,156,000020301,000000001
8/21/18,0,Tue,PHI,NL,125,WAS,NL,126,4,10,51,N,,,,WAS11,24080,196,000004000,01000513x
8/21/18,0,Tue,CLE,AL,125,BOS,AL,127,6,3,54,N,,,,BOS07,37188,177,000202110,000000300
8/21/18,0,Tue,MIN,AL,125,CHA,AL,125,5,2,54,N,,,,CHI12,23133,196,000200003,010000100
8/21/18,0,Tue,CHN,NL,124,DET,AL,126,1,2,51,N,,,,DET05,26638,165,000001000,20000000x
8/21/18,0,Tue,TEX,AL,128,OAK,AL,126,0,6,51,N,,,,OAK01,11579,146,000000000,10001220x
8/21/18,0,Tue,HOU,AL,126,SEA,AL,127,3,2,54,N,,,,SEA03,25415,176,001101000,001000010
8/21/18,0,Tue,KCA,AL,126,TBA,AL,126,1,4,51,N,,,,STP01,9402,183,000010000,01020100x
8/21/18,0,Tue,BAL,AL,126,TOR,AL,126,2,8,51,N,,,,TOR02,25855,159,010010000,11033000x
8/22/18,0,Wed,ANA,AL,128,ARI,NL,127,1,5,51,N,,,,PHO01,23584,185,000000010,20010020x
8/22/18,0,Wed,SDN,NL,129,COL,NL,126,2,6,51,N,,,,DEN02,28966,163,100000100,12000201x
8/22/18,0,Wed,SLN,NL,128,LAN,NL,128,3,1,54,N,,,,LOS03,48247,182,000000012,000001000
8/22/18,0,Wed,NYA,AL,126,MIA,NL,128,3,9,51,N,,,,MIA02,25547,205,000101100,00000513x
8/22/18,0,Wed,CIN,NL,127,MIL,NL,129,0,4,51,D,,,,MIL06,33058,176,000000000,10010200x
8/22/18,0,Wed,SFN,NL,128,NYN,NL,126,3,5,51,N,,,,NYC20,28157,164,002000100,03010010x
8/22/18,0,Wed,ATL,NL,126,PIT,NL,128,2,1,54,N,,,,PIT08,14249,156,100000010,000010000
8/22/18,0,Wed,PHI,NL,126,WAS,NL,127,7,8,53,N,,,,WAS11,31855,225,301101100,103100012
8/22/18,0,Wed,CLE,AL,126,BOS,AL,128,4,10,51,N,,,,BOS07,37107,204,200020000,10050211x
8/22/18,0,Wed,MIN,AL,126,CHA,AL,126,3,7,51,D,,,,CHI12,15160,186,200000100,01015000x
8/22/18,0,Wed,CHN,NL,125,DET,AL,127,8,2,54,N,,,,DET05,28286,206,000031004,010000010
8/22/18,0,Wed,TEX,AL,129,OAK,AL,127,4,2,54,D,,,,OAK01,13139,183,101110000,000000110
8/22/18,0,Wed,HOU,AL,127,SEA,AL,128,10,7,54,D,,,,SEA03,31062,193,210510001,000115000
8/22/18,0,Wed,KCA,AL,127,TBA,AL,127,3,6,51,N,,,,STP01,8686,172,000100020,02000202x
8/22/18,0,Wed,BAL,AL,127,TOR,AL,127,0,6,51,D,,,,TOR02,40595,157,000000000,00000015x
8/23/18,0,Thu,CIN,NL,128,CHN,NL,126,1,7,51,N,,,,CHI11,41130,147,100000000,20101030x
8/23/18,0,Thu,SDN,NL,130,COL,NL,127,3,4,53,D,,,,DEN02,30625,180,000001200,000011002
8/23/18,0,Thu,ATL,NL,127,MIA,NL,129,5,0,54,N,,,,MIA02,6587,180,021020000,000000000
8/23/18,0,Thu,SFN,NL,129,NYN,NL,127,3,1,54,D,,,,NYC20,25584,156,001100010,000000100
8/23/18,0,Thu,PHI,NL,127,WAS,NL,128,2,0,54,D,,,,WAS11,29475,161,000000200,000000000
8/23/18,0,Thu,CLE,AL,127,BOS,AL,129,0,7,51,D,,,,BOS07,37396,167,000000000,00006100x
8/23/18,0,Thu,CHA,AL,127,DET,AL,128,2,7,51,D,,,,DET05,22247,167,000000020,00020320x
8/23/18,0,Thu,OAK,AL,128,MIN,AL,127,4,6,51,N,,,,MIN04,24171,178,020010001,00230001x
8/23/18,0,Thu,KCA,AL,128,TBA,AL,128,3,4,52,N,,,,STP01,9088,171,100020000,002000101
8/24/18,0,Fri,SEA,AL,129,ARI,NL,128,6,3,54,N,,,,PHO01,43867,167,004011000,000012000
8/24/18,0,Fri,CIN,NL,129,CHN,NL,127,2,3,58,D,,,,CHI11,37760,181,0100000010,0000010101
8/24/18,0,Fri,SLN,NL,129,COL,NL,128,7,5,54,N,,,,DEN02,43578,211,040030000,000050000
8/24/18,0,Fri,SDN,NL,131,LAN,NL,129,1,11,51,N,,,,LOS03,47559,168,000000010,13122020x
8/24/18,0,Fri,ATL,NL,128,MIA,NL,130,0,1,51,N,,,,MIA02,7792,168,000000000,00010000x
8/24/18,0,Fri,PIT,NL,129,MIL,NL,130,6,7,89,N,,,,MIL06,32694,336,020001001000002,400000000000003
8/24/18,0,Fri,WAS,NL,129,NYN,NL,128,0,3,51,N,,,,NYC20,23763,155,000000000,10000002x
8/24/18,0,Fri,TEX,AL,130,SFN,NL,130,7,6,60,N,,,,SFO03,39845,228,0000201121,4002000000
8/24/18,0,Fri,HOU,AL,128,ANA,AL,129,9,3,54,N,,,,ANA01,42788,184,001040112,000000210
8/24/18,0,Fri,NYA,AL,127,BAL,AL,128,7,5,60,N,,,,BAL12,27150,209,0002000203,2000002001
8/24/18,0,Fri,CHA,AL,128,DET,AL,129,6,3,54,N,,,,DET05,23191,208,000000060,101000100
8/24/18,0,Fri,CLE,AL,128,KCA,AL,129,4,5,51,N,,,,KAN06,19304,175,001100020,300000002
8/24/18,0,Fri,OAK,AL,129,MIN,AL,128,7,1,54,N,,,,MIN04,22568,185,000110032,000100000
8/24/18,0,Fri,BOS,AL,130,TBA,AL,129,3,10,51,N,,,,STP01,19723,190,002010000,03520000x
8/24/18,0,Fri,PHI,NL,128,TOR,AL,128,2,4,51,N,,,,TOR02,26292,163,100000100,01201000x
8/25/18,0,Sat,SEA,AL,130,ARI,NL,129,4,3,60,N,,,,PHO01,34968,251,1000000021,1000002000
8/25/18,0,Sat,CIN,NL,130,CHN,NL,128,6,10,51,D,,,,CHI11,41205,206,000200040,03021130x
8/25/18,0,Sat,SLN,NL,130,COL,NL,129,1,9,51,N,,,,DEN02,47785,182,000000010,00000018x
8/25/18,0,Sat,SDN,NL,132,LAN,NL,130,4,5,70,N,,,,LOS03,53528,206,001000111000,300000100001
8/25/18,0,Sat,ATL,NL,129,MIA,NL,131,1,3,51,N,,,,MIA02,7823,174,000000001,00000120x
8/25/18,0,Sat,PIT,NL,130,MIL,NL,131,9,1,54,N,,,,MIL06,40622,181,000100233,001000000
8/25/18,0,Sat,WAS,NL,130,NYN,NL,129,0,3,51,D,,,,NYC20,29868,171,000000000,00000111x
8/25/18,0,Sat,TEX,AL,131,SFN,NL,131,3,5,51,D,,,,SFO03,40287,188,000000030,40000010x
8/25/18,0,Sat,HOU,AL,129,ANA,AL,130,8,3,54,N,,,,ANA01,41654,206,301000040,000201000
8/25/18,1,Sat,NYA,AL,128,BAL,AL,129,10,3,54,D,,,,BAL12,32445,186,104210011,020000001
8/25/18,2,Sat,NYA,AL,129,BAL,AL,130,5,1,54,N,,,,BAL12,26236,170,120100001,000000001
8/25/18,0,Sat,CHA,AL,129,DET,AL,130,6,1,54,N,,,,DET05,26183,161,122010000,010000000
8/25/18,0,Sat,CLE,AL,129,KCA,AL,130,1,7,51,N,,,,KAN06,16894,165,010000000,00120211x
8/25/18,0,Sat,OAK,AL,130,MIN,AL,129,6,2,54,N,,,,MIN04,28772,190,010300020,000100100
8/25/18,0,Sat,BOS,AL,131,TBA,AL,130,1,5,51,N,,,,STP01,25695,173,010000000,00010211x
8/25/18,0,Sat,PHI,NL,129,TOR,AL,129,6,8,51,D,,,,TOR02,33127,179,001410000,00030023x
8/26/18,0,Sun,SEA,AL,131,ARI,NL,130,2,5,51,D,,,,PHO01,37175,168,100000001,00500000x
8/26/18,0,Sun,CIN,NL,131,CHN,NL,129,0,9,51,D,,,,CHI11,40331,156,000000000,30201030x
8/26/18,0,Sun,SLN,NL,131,COL,NL,130,12,3,54,D,,,,DEN02,41235,168,604002000,011000010
8/26/18,0,Sun,SDN,NL,133,LAN,NL,131,3,7,51,D,,,,LOS03,43252,187,011000001,00004201x
8/26/18,0,Sun,ATL,NL,130,MIA,NL,132,4,0,54,D,,,,MIA02,12770,196,000001030,000000000
8/26/18,0,Sun,PIT,NL,131,MIL,NL,132,4,7,51,D,,,,MIL06,39607,179,000013000,00600100x
8/26/18,0,Sun,WAS,NL,131,NYN,NL,130,15,0,54,D,,,,NYC20,23192,205,000001086,000000000
8/26/18,0,Sun,TEX,AL,132,SFN,NL,132,1,3,51,D,,,,SFO03,39260,155,001000000,10020000x
8/26/18,0,Sun,HOU,AL,130,ANA,AL,131,3,1,54,D,,,,ANA01,37530,174,003000000,000010000
8/26/18,0,Sun,NYA,AL,130,BAL,AL,131,5,3,54,N,,,,BAL12,17343,198,022001000,000012000
8/26/18,0,Sun,CHA,AL,130,DET,AL,131,7,2,54,D,,,,DET05,34036,183,004001200,000001001
8/26/18,0,Sun,CLE,AL,130,KCA,AL,131,12,5,54,D,,,,KAN06,18575,188,000502122,100102010
8/26/18,0,Sun,OAK,AL,131,MIN,AL,130,6,2,54,D,,,,MIN04,23318,192,100021200,000101000
8/26/18,0,Sun,BOS,AL,132,TBA,AL,131,1,9,51,D,,,,STP01,23448,185,000001000,20310120x
8/26/18,0,Sun,PHI,NL,130,TOR,AL,130,8,3,54,D,,,,TOR02,28209,197,212000030,002000010
8/27/18,0,Mon,NYN,NL,131,CHN,NL,130,4,7,51,N,,,,CHI11,38935,195,120000100,10300021x
8/27/18,0,Mon,WAS,NL,132,PHI,NL,131,5,3,54,N,,,,PHI13,21261,193,110201000,002000010
8/27/18,0,Mon,ARI,NL,131,SFN,NL,133,0,2,51,N,,,,SFO03,38808,152,000000000,02000000x
8/27/18,0,Mon,COL,NL,131,ANA,AL,132,7,10,51,N,,,,ANA01,35305,217,002000140,00040105x
8/27/18,0,Mon,TOR,AL,131,BAL,AL,132,0,7,51,N,,,,BAL12,15436,169,000000000,00000430x
8/27/18,0,Mon,OAK,AL,132,HOU,AL,131,4,11,51,N,,,,HOU03,43171,196,022000000,00500006x
8/27/18,0,Mon,CHA,AL,131,NYA,AL,131,6,2,54,N,,,,NYC21,41456,182,000003102,000200000
8/28/18,0,Tue,TBA,AL,132,ATL,NL,131,5,9,51,N,,,,ATL03,21216,190,011002010,00104004x
8/28/18,0,Tue,NYN,NL,132,CHN,NL,131,1,2,64,N,"20180829,,1,1,54",,,CHI11,37017,221,00000100000,00000010001
8/28/18,0,Tue,MIL,NL,133,CIN,NL,132,7,9,51,N,,,,CIN09,13242,213,000101401,42000120x
8/28/18,0,Tue,WAS,NL,133,PHI,NL,132,5,4,54,N,,,,PHI13,21083,208,000000203,000120001
8/28/18,0,Tue,SEA,AL,132,SDN,NL,134,1,2,51,N,,,,SAN02,25168,133,000000001,10010000x
8/28/18,0,Tue,ARI,NL,132,SFN,NL,134,0,1,52,N,,,,SFO03,37276,183,000000000,000000001
8/28/18,0,Tue,PIT,NL,132,SLN,NL,132,2,5,51,N,,,,STL10,35258,171,000010010,20020001x
8/28/18,0,Tue,COL,NL,132,ANA,AL,133,3,2,54,N,,,,ANA01,35207,179,200000100,000010010
8/28/18,0,Tue,TOR,AL,132,BAL,AL,133,5,12,51,N,,,,BAL12,11762,182,000120101,10422003x
8/28/18,0,Tue,MIA,NL,133,BOS,AL,133,7,8,53,N,,,,BOS07,36708,209,001000051,012001031
8/28/18,0,Tue,MIN,AL,131,CLE,AL,131,1,8,51,N,,,,CLE08,19194,184,000000001,00210401x
8/28/18,0,Tue,OAK,AL,133,HOU,AL,132,4,3,54,N,,,,HOU03,33136,201,003000001,010020000
8/28/18,0,Tue,DET,AL,132,KCA,AL,132,2,6,51,N,,,,KAN06,16888,144,001000010,00500010x
8/28/18,0,Tue,CHA,AL,132,NYA,AL,132,4,5,52,N,,,,NYC21,40015,183,000013000,000002021
8/28/18,0,Tue,LAN,NL,132,TEX,AL,133,8,4,54,N,,,,ARL02,30123,199,003211100,002000002
8/29/18,0,Wed,TBA,AL,133,ATL,NL,132,8,5,54,N,,,,ATL03,20876,186,301220000,300000020
8/29/18,0,Wed,NYN,NL,133,CHN,NL,132,10,3,54,D,,,,CHI11,33386,190,400000402,010000002
8/29/18,0,Wed,MIL,NL,134,CIN,NL,133,13,12,60,N,,,,CIN09,11777,256,2000314102,1101430101
8/29/18,0,Wed,WAS,NL,134,PHI,NL,133,6,8,51,N,,,,PHI13,22525,218,004011000,02004011x
8/29/18,0,Wed,SEA,AL,133,SDN,NL,135,3,8,51,D,,,,SAN02,20266,196,100000020,21401000x
8/29/18,0,Wed,ARI,NL,133,SFN,NL,135,3,1,54,N,,,,SFO03,35626,165,001200000,000000010
8/29/18,0,Wed,PIT,NL,133,SLN,NL,133,2,0,54,N,,,,STL10,33448,192,000020000,000000000
8/29/18,0,Wed,TOR,AL,133,BAL,AL,134,5,10,51,N,,,,BAL12,11834,202,130001000,00014203x
8/29/18,0,Wed,MIA,NL,134,BOS,AL,134,6,14,51,N,,,,BOS07,36628,190,012010110,011001(11)0x
8/29/18,0,Wed,MIN,AL,132,CLE,AL,132,4,3,54,N,,,,CLE08,20398,189,001010200,200010000
8/29/18,0,Wed,OAK,AL,134,HOU,AL,133,4,5,52,D,,,,HOU03,32926,207,003000100,200200001
8/29/18,0,Wed,DET,AL,133,KCA,AL,133,2,9,51,D,,,,KAN06,17091,158,100000001,02232000x
8/29/18,0,Wed,CHA,AL,133,NYA,AL,133,4,1,54,N,,,,NYC21,40887,175,020100100,000010000
8/29/18,0,Wed,LAN,NL,133,TEX,AL,134,3,1,54,N,,,,ARL02,29181,169,001100010,000000001
8/30/18,0,Thu,CHN,NL,133,ATL,NL,133,5,4,54,N,,,,ATL03,37603,162,021002000,001030000
8/30/18,0,Thu,MIL,NL,135,CIN,NL,134,2,1,66,D,,,,CIN09,13403,186,00001000001,00000010000
8/30/18,0,Thu,ARI,NL,134,LAN,NL,134,3,1,54,N,,,,LOS03,45150,194,000030000,000001000
8/30/18,0,Thu,COL,NL,133,SDN,NL,136,2,3,77,N,,,,SAN02,20056,216,0001010000000,0200000000001
8/30/18,0,Thu,PIT,NL,134,SLN,NL,134,0,5,51,N,,,,STL10,38561,173,000000000,00212000x
8/30/18,0,Thu,BOS,AL,135,CHA,AL,134,9,4,54,N,,,,CHI12,18015,217,000000405,310000000
8/30/18,0,Thu,MIN,AL,133,CLE,AL,133,3,5,51,D,,,,CLE08,20244,186,000020001,00010400x
8/30/18,0,Thu,ANA,AL,134,HOU,AL,134,5,2,54,N,,,,HOU03,30371,200,000004010,000000002
8/30/18,0,Thu,DET,AL,134,NYA,AL,134,8,7,54,N,,,,NYC21,37195,212,100220003,002210200
8/30/18,0,Thu,SEA,AL,134,OAK,AL,135,7,1,54,N,,,,OAK01,10844,160,510100000,000000010
8/31/18,0,Fri,PIT,NL,135,ATL,NL,134,3,2,54,N,,,,ATL03,36650,175,010001010,000001100
8/31/18,0,Fri,ARI,NL,135,LAN,NL,135,2,3,51,N,,,,LOS03,48965,153,200000000,00100011x
8/31/18,0,Fri,TOR,AL,134,MIA,NL,135,6,5,54,N,,,,MIA02,8871,191,000001005,000320000
8/31/18,0,Fri,CHN,NL,134,PHI,NL,134,1,2,58,N,,,,PHI13,22556,203,0000100000,0000010001
8/31/18,0,Fri,COL,NL,134,SDN,NL,137,0,7,51,N,,,,SAN02,21408,158,000000000,00010015x
8/31/18,0,Fri,NYN,NL,134,SFN,NL,136,0,7,51,N,,,,SFO03,39057,142,000000000,00000016x
8/31/18,0,Fri,CIN,NL,135,SLN,NL,135,5,12,51,N,,,,STL10,42365,202,200000030,04300005x
8/31/18,0,Fri,MIL,NL,136,WAS,NL,135,4,1,54,N,,,,WAS11,30676,191,211000000,100000000
8/31/18,0,Fri,BOS,AL,136,CHA,AL,135,1,6,51,N,,,,CHI12,23625,173,000000010,30000030x
8/31/18,0,Fri,TBA,AL,134,CLE,AL,134,0,3,51,N,,,,CLE08,25639,138,000000000,00000012x
8/31/18,0,Fri,ANA,AL,135,HOU,AL,135,3,0,54,N,,,,HOU03,35675,198,000003000,000000000
8/31/18,0,Fri,BAL,AL,135,KCA,AL,134,2,9,51,N,,,,KAN06,15394,159,100001000,10011303x
8/31/18,0,Fri,DET,AL,135,NYA,AL,135,5,7,51,N,,,,NYC21,41026,190,000120110,00000403x
8/31/18,0,Fri,SEA,AL,135,OAK,AL,136,5,7,51,N,,,,OAK01,17942,187,010400000,50001100x
8/31/18,0,Fri,MIN,AL,134,TEX,AL,135,10,7,54,N,,,,ARL02,22808,222,000080200,002400001
9/1/18,0,Sat,PIT,NL,136,ATL,NL,135,3,5,51,N,,,,ATL03,33705,173,000021000,00000104x
9/1/18,0,Sat,ARI,NL,136,LAN,NL,136,2,3,51,N,,,,LOS03,52394,179,010001000,00000003x
9/1/18,0,Sat,TOR,AL,135,MIA,NL,136,3,6,51,N,,,,MIA02,11174,157,000100002,10104000x
9/1/18,0,Sat,CHN,NL,135,PHI,NL,135,7,1,54,N,,,,PHI13,33040,161,202000102,000100000
9/1/18,0,Sat,COL,NL,135,SDN,NL,138,4,2,54,N,,,,SAN02,35779,162,000301000,010100000
9/1/18,0,Sat,NYN,NL,135,SFN,NL,137,2,1,66,D,,,,SFO03,38875,176,00001000001,00010000000
9/1/18,0,Sat,CIN,NL,136,SLN,NL,136,4,0,54,N,,,,STL10,46368,175,000300100,000000000
9/1/18,0,Sat,MIL,NL,137,WAS,NL,136,4,5,51,N,,,,WAS11,30875,224,000020101,00001004x
9/1/18,0,Sat,BOS,AL,137,CHA,AL,136,6,1,54,N,,,,CHI12,22639,176,000020310,000001000
9/1/18,0,Sat,TBA,AL,135,CLE,AL,135,5,3,54,N,,,,CLE08,31816,193,000004001,020000001
9/1/18,0,Sat,ANA,AL,136,HOU,AL,136,3,7,51,N,,,,HOU03,41622,196,030000000,00100105x
9/1/18,0,Sat,BAL,AL,136,KCA,AL,135,4,5,52,N,,,,KAN06,15358,176,010100020,000102002
9/1/18,0,Sat,DET,AL,136,NYA,AL,136,1,2,51,D,,,,NYC21,42816,180,100000000,00002000x
9/1/18,0,Sat,SEA,AL,136,OAK,AL,137,8,7,54,N,,,,OAK01,28760,213,023120000,010020040
9/1/18,0,Sat,MIN,AL,135,TEX,AL,136,4,7,51,N,,,,ARL02,32175,172,110010010,04011010x
9/2/18,0,Sun,PIT,NL,137,ATL,NL,136,1,5,51,N,,,,ATL03,37475,164,100000000,10000004x
9/2/18,0,Sun,ARI,NL,137,LAN,NL,137,2,3,52,D,,,,LOS03,48517,215,000000101,000010002
9/2/18,0,Sun,TOR,AL,136,MIA,NL,137,6,1,54,D,,,,MIA02,9617,171,102030000,000010000
9/2/18,0,Sun,CHN,NL,136,PHI,NL,136,8,1,54,D,,,,PHI13,36517,217,001102040,000000001
9/2/18,0,Sun,COL,NL,136,SDN,NL,139,7,3,54,D,,,,SAN02,28883,167,100101310,200100000
9/2/18,0,Sun,NYN,NL,136,SFN,NL,138,4,1,54,D,,,,SFO03,39692,143,020000020,001000000
9/2/18,0,Sun,CIN,NL,137,SLN,NL,137,6,4,60,D,,,,STL10,45743,224,2000001003,0002000101
9/2/18,0,Sun,MIL,NL,138,WAS,NL,137,9,4,54,D,,,,WAS11,33032,202,200070000,013000000
9/2/18,0,Sun,BOS,AL,138,CHA,AL,137,0,8,51,D,,,,CHI12,30745,192,000000000,22110101x
9/2/18,0,Sun,TBA,AL,136,CLE,AL,136,6,4,54,D,,,,CLE08,26535,190,010100400,000000103
9/2/18,0,Sun,ANA,AL,137,HOU,AL,137,2,4,51,N,,,,HOU03,41506,220,000101000,00201010x
9/2/18,0,Sun,BAL,AL,137,KCA,AL,136,1,9,51,D,,,,KAN06,18463,168,100000000,01310004x
9/2/18,0,Sun,DET,AL,137,NYA,AL,137,11,7,54,D,,,,NYC21,43721,221,110501003,200100022
9/2/18,0,Sun,SEA,AL,137,OAK,AL,138,2,8,51,D,,,,OAK01,21497,173,100000010,00001403x
9/2/18,0,Sun,MIN,AL,136,TEX,AL,137,4,18,51,D,,,,ARL02,23423,189,000000022,20001915x
9/3/18,0,Mon,SDN,NL,140,ARI,NL,138,6,2,54,N,,,,PHO01,22514,199,030100020,100000010
9/3/18,0,Mon,BOS,AL,139,ATL,NL,137,8,2,54,D,,,,ATL03,40394,220,000030023,000001100
9/3/18,0,Mon,SFN,NL,139,COL,NL,137,8,9,51,D,,,,DEN02,43256,198,001101230,40003002x
9/3/18,0,Mon,NYN,NL,137,LAN,NL,138,4,2,54,N,,,,LOS03,45206,210,000010003,100000001
9/3/18,0,Mon,PHI,NL,137,MIA,NL,138,1,3,51,D,,,,MIA02,7771,144,010000000,03000000x
9/3/18,0,Mon,CHN,NL,137,MIL,NL,139,3,4,53,D,,,,MIL06,44462,193,100000020,000020011
9/3/18,0,Mon,CIN,NL,138,PIT,NL,138,1,5,51,D,,,,PIT08,13843,153,000000010,10000220x
9/3/18,0,Mon,SLN,NL,138,WAS,NL,138,3,4,59,D,,,,WAS11,28648,231,2000010000,1000000021
9/3/18,0,Mon,DET,AL,138,CHA,AL,138,2,4,51,D,,,,CHI12,15540,168,000000101,100000003
9/3/18,0,Mon,KCA,AL,137,CLE,AL,137,5,1,54,D,,,,CLE08,20536,160,010102010,000000001
9/3/18,0,Mon,MIN,AL,137,HOU,AL,138,1,4,51,D,,,,HOU03,39559,179,000001000,12010000x
9/3/18,0,Mon,NYA,AL,138,OAK,AL,139,3,6,51,D,,,,OAK01,40546,184,120000000,31011000x
9/3/18,0,Mon,BAL,AL,138,SEA,AL,138,1,2,51,N,,,,SEA03,20579,153,000100000,00011000x
9/3/18,0,Mon,ANA,AL,138,TEX,AL,138,3,1,54,N,,,,ARL02,21048,190,000000300,000000100
9/3/18,0,Mon,TBA,AL,137,TOR,AL,137,7,1,54,N,,,,TOR02,18034,159,131010100,010000000
9/4/18,0,Tue,SDN,NL,141,ARI,NL,139,0,6,51,N,,,,PHO01,18556,167,000000000,02000040x
